COMPID	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332
52685	2522295	1800581	2214745	3073479	4253941	2678960	3313111	3047261	3666860	1594007	2380029	5118918	2048971	2020236	751191	2684101	2036020	1459760	2491714	2773620	2421249	2203771	4344797	1780950	1728346	3235173	2914243	2817302	914452	3388385	2372538	1631210	1687685	1043653	1271279	751623	1362581	2320751	2650505	2053814	1759872	2921910	1889298	962940	1461916	3290599	1627180	4190333	2201780	1811275	4402105	2495255	3843268	1681327	516198	4215429	2737752	1682866		2516574	3296263	2694964	3644824	3711726	2593960	3678919	3165442	3955436	1935356	4233254	2869337	5315301	4009212	1590013	1622884	2266650	3680453	3958024	2035381	1261987	1319627	1430084	1688997	1071177	4338827	3092774	3040234	2309246	2408322	2970007	4173759	2591954	3190676	4373196	2901549	2668971	2427920	1196347	2977064	1197868	3553710	3932666	2218644	3131240	2399862	3311943	3208574	3937434	3406186	3336327	1385340	2026607	2826783	1411173	2147018	1748926	1736319	1477993	3014978	2038468	2228828	1756422	1773825	1262235	1295860	1056266	2323361	1630099	3359560	506525	1993145	2527372	1763095	2424507	1087988	2239873	1771533	1790244	4404224	2348129	2546047	3773720	2593329	2308519	3110716	3063765	3458684	2710291	2301993	4791219	2307086	4418468	3365655	3842760	1880531	4428984	1446464	2647291	4593964	2102483								608371			2465929	3204732	4787381	1738844	3501046	2250120	3135157	2808309	675821	1008339	3044665	1191610	3019954	2756894	2049745	3454866	2454631	4281914	5033011	3477183	4358648	1205631	1448148	1311816	1661987	2426213	1113197		1473014	1440625
44621	5033996	4509921	2240679	3442382	3508270	5597462	7436163	2627258	4621281	3722885	4928171	4813650	4536858	7632970	2630346	2896416	2838614	3679174	2619041	2708336	3178351	12382751	3715415	3610366	3198285	4522245	6191099	3895813	2752372	2829136	4388768	7311950	5468185	3128186	2431438	4605659	9154308	12684074	5720409	5400114	7347318	9564264	5220994	2145876	3918514	3260929	7325741	4185308	2166860	5117277	2855987	5228526	3641773	1686508	6390570	4277289	4201151	3972825	2823850	2108954	2358801	793097	3038775	3438710	3808106	2015757	1188663	2947646	3524711	3364174	2934175	2217606	1043444	7745513	4220170	2694658	1618485	1928443	1748277	5118077	5009768	7940563	7707643	5089871	3221122	3339249	1509845	3259830	4523780	2599497	2396105	4486334	1281570	1843467	1588115	1332797	4842777	4024026	3409096	5509199	7674523	3154846	2651568	1253120	1318427	1005865	3876471	2605833	2148245	1578608	4196735	3793929	1376316	3691845	6607543	7999399	3488460	2329468	11021096	4261642	4110534	3200814	4114806	1961520	4347486	6425844	4551495	3748616	2922085	3457080	1551205	3806667	3537683	5938133	3395634	2941031	2855641	2281695	1646935	1794962	553606	3198659	2242375	2227185	2347375	968380	2107404	3135290	2281120	3654348	2414449	4185422	1809361	2087212	1967623	1799598	2120133	1884862	2002139	2097322	570212	1042137	1679986	513783	936354	262159	422590	1032235	1085271	422479	2758216	1847864	3842209	2329970	2211421	1292010	1020942	2347482	2413318	4918824	4838526	5023306	2509682	1577340	2115380	3638764	3158507	4174531	4093127	6556038	12450568	3362233	2887073	3587428	2936073	5156933	6144836	2358174	3808168	6306519
52673	2559046	1992694	2361228	2518206	4499593	2223145	2311991	2933989	3335225	1383226	1765171	5067292	2480000	2087453		1688830	1505953	1568548	2183051	1651789	1813822	2075520	4054686	1043060	1410986	3439461	1670335	2005362	715787	3121813	2147497	2154870	1266772	839142	1104504	788332	1280215	2424223	1641546	1655783	1781481	4017682	1978696	788074	1098308	2004695	1595953	2788138	1903238	1400511	3271984	1666236	2595254	1112725	566694	3275715	1852234	1390254		2414729	2689156	2701842	3091786	2531260	2327997	2397843	2170686	3024002	1789284	3142158	2405831	4830551	2342030	1429829	1366558	1318946	3503632	2797356	2161276	1082645	639450	1224523	1051021	816288	4322538	3148458	2591140	1605681	1581937	2023613	3477840	2811671	2960894	4046562	2083984	1944419	1329961	860010	2261275	1271288	2587198	4171687	2284453	2551796	1910448	2816520	2248272	2758823	3806268	2132965	1116935	2001804	2624709	1575634	2253600	529374	1434412	1079636	1242562	1551174	2107017	2030063	942535	1095836	1036268	669026	2257698	1542214	2257153	282850	1859934	1707919	1092233	2070473	790447	2220291	2020173	1606271	3257348	1199978	2479891	3539332	2714281	1768634	2059780	2903294	2684887	2102130	1591285	4473888	1824939	4442108	2124943	3329397	1479206	3691631	1066720	2003583	4131949	1220285	493915	884639		240961	610785			810829	309436		2554598	3331580	3362595	1534498	2904194	1529452	2392063	1278983		736526	2041993	1072509	3223182	1715201	1764935	3376756	1888365	3821163	5648617	2823420	1606846	965262	1574087	1467424	1639119		942713		595215	1201179
52474	5234463	2421491	4090178	3597740	4542498	6294942	3934373	3437445	4192806	4458368	3258631	3909161	4014081	7487780	3314768	3949787	5648197	3539034	3712178	2522371	3811106	8470799	3945215	4709910	3939855	4371791	6595902	2855117	4463458	2770069	4513833	6936900	5635567	5019125	3365383	6412070	10602533	11559111	5790614	5296696	10062715	12783326	4326452	3940747	5004875	3434361	8436168	5264937	3501089	5446152	3198770	9062525	3414855	3529446	6925657	4546414	3652644	5012073	2308281	2612542	2965173	1309205	3688193	3045381	4820786	1553705	1804263	2895441	4089117	5292968	3290627	2986860	1519822	5935343	4665382	3661815	3782463	3175253	2501873	4767529	4292140	6814993	7403612	7531228	4886168	2862688	2782052	4476740	6926159	3998354	3293163	6033040	3156929	2234896	2392629	3380257	5002014	3672428	4610706	6112608	5830656	2653291	2897945	2061227	2339323	1957475	6949695	3372049	2552274	2685097	4358864	4046432	2733411	4947942	6501389	2034440	3655253	3734747	4791251	6277161	5089427	5138020	2012071	3947413	3654599	5021463	4628047	4596210	3247056	5232349	3660346	3368446	3600270	4580016	4539724	2744345	3726256	2256326	3202713	2372239	1254147	2912052	2277925	2677369	3325058	1670103	3372073	1801317	4168138	3553898	3557505	4586450	4001486	3264808	3485995	3856510	3216372	2111387	3230692	3893783	1519383	3633766	1971172	2448935	2540709	1945005	2020285	2724323	1797698	1144647	2114497	2739649	3848413	2850997	1792852	2586074	1823875	1246180	3308151	1883151	3521485	2971026	2559467	3823593	2485288	3832070	3999415	6489005	2768558	6927312	1968646	2656210	2958769	2209443	3637424	7879030	7127373	2390152	5404767	6039971
39270	11613614	7341899	6394574	6854146	7960672	12164654	13619571	5558706	8585112	8415394	6639354	10709386	10431562	15073876	4070351	6554410	6666679	7523348	5772942	3617003	7380815	19157630	7067336	6184025	5959300	9251820	9429776	5184613	6125120	5229852	8983879	17946160	10897234	8428074	4864815	7608814	12344937	22643714	10604922	9691367	15462476	22018764	11584862	5397712	6396992	5443446	14585831	7969728	6616072	9502853	5990527	9775669	7307648	3511689	11105106	7722539	5210153	8529103	6229655	6684282	4276374	2441267	7386233	5381186	7336853	4583614	2168963	5797154	7930300	6600570	5287812	5067224	2296482	18046304	10033634	4935047	3442909	3948216	4142012	9365794	8919484	15208428	13716159	10717036	7908433	7413440	3828620	5380404	8941728	4987461	4403115	10135483	3490934	4215243	3378554	3750084	9160152	7349558	7697086	12799103	12076121	6676852	6103552	2817509	3981318	2558987	6989140	4902449	5016586	2968341	8460809	6844314	3857572	9245453	12872307	7153935	6091466	5550590	12849864	7924809	8570473	7103183	5139453	4481530	7350335	9037399	8531661	10382152	5250834	7515721	3928386	8405417	7712269	9332696	6154449	6724822	7348102	3311036	3856301	3197709	1446820	6525477	4861351	4301020	4718191	2457909	4200693	5852106	5270150	6803038	4465679	9604453	4362398	4322214	4640241	4473471	4098593	3373256	3964900	4376282	4301420	5989590	7094064	3181981	4819842	2974748	3379175	5780217	5139142	2569932	6157908	5596113	6608662	4909540	4243581	3326058	1894794	1864303	4914463	4974759	9100441	7286906	5460872	3485755	3869158	9774299	8221562	8251265	10370992	13518539	6860610	4290062	6328458	7263663	6368059	10296098	12368201	4672394	6284249	9029197
52475	3721463	2319986	3143345	4130551	4767381	3007651	2957849	4181819	4930592	2309626	2515685	5967975	3501109	3225229	943108	3013647	2370717	2276557	3599215	2889056	2352377	2924065	5069307	2316087	2690486	3880316	3393984	3881105	1813956	3975819	2654349	2800093	1606178	1295032	1852798	1765718	1982161	2632378	2573206	2970392	2778663	4280799	3064906	1213877	1630480	3861931	1965534	4982051	2422309	2242206	6179477	3632261	5074650	2237618	883631	6488117	4008865	1759523	770184	2728233	5019048	3901212	4595189	4169418	4268372	4640482	4408335	4845509	1873238	5852729	3202292	5402247	3797778	2196865	2454856	2943306	5288188	5378240	3014917	1824525	1794675	2582778	1720323	1330197	6192242	3159593	3873013	2943134	2491742	4051324	5462869	3581225	4003380	6147851	3314235	3782115	3024295	2193347	3260099	1443837	3883245	4216397	2648573	3031291	2669962	3985974	3957256	4578996	3943948	3526709	2468041	2896841	3439774	2295991	2647167	1063716	2032178	2270355	1655116	2630987	2886195	2875035	2184834	2174639	1761043	1127441	3043993	2152066	3625341	706474	2265733	3715763	1994469	3042480	1083256	3140241	2923893	2444683	5153832	2753528	3278197	3790255	2837148	2894512	3568337	4103675	4234850	3206622	3001366	7157325	2627152	5670595	4207526	4975317	2277143	6283923	1590654	3128825	5946235	2489301	512657	1118416	576176	451478	988779	684378		839955	721363		3401388	4653406	6704196	3047809	3980312	2355042	3515932	2723598	1062302	839845	3397223	1208258	4033708	3581029	2575924	4842741	2683531	5803623	4825763	5843496	1930428	1414638	2027821	1804866	2545635	1294905	1733729	620620	1888931	1274935
39271	9233572	8054272	7463937	7274255	5273844	11330806	10115496	5640006	3552699	8032962	6514812	5480836	7477590	14292947	4576356	4960544	6666869	6678657	5614222	2388274	3035413	12780908	5466086	5738372	6373678	7883592	5466884	5315098	2850572	9019211	11064221	11711203	9567692	6054391	4514660	8152666	10175566	17847914	8673500	9726204	14979601	16450491	6470618	3595208	5930401	7209437	10933863	7285115	4470152	7852197	3403709	9393627	7629170	4042504	12626602	16180847	6689080	5713766	2395204	5374118	5570354	2755359	6517154	5509231	6383777	3915394	2713278	5580380	5406335	7098502	6151364	4113040	1970267	13791730	9076642	4897857	4283692	3638713	2727117	6942304	4129451	8320000	11780597	11302774	6820306	4767543	4095069	7161106	7621494	6213475	4578437	10864860	2678531	4177458	2468364	3274344	10328647	7276682	3280857	6892613	10511686	4827851	5272029	2709989	2737733	3691699	6819708	3502990	3733343	1996978	9720808	5216213	2915107	8905261	12660856	6467517	6015300	4461761	8004842	14044252	7549167	12390879	2440260	6010671	7107030	8562892	5717458	8012058	5089191	7481611	3097876	6526754	3149485	8949293	6036875	5571474	6472795	3539195	4371568	3767558	2439267	4314803	3931324	3446790	3608682	2274147	4646468	4732381	4669579	6805443	4717994	5006948	8793960	4474307	4242586	3428789	3728420	4204214	3735007	3896908	1131607	3034869	2837468	1217750	1408593	1153146	6692767	2696416	2038263	767491	4708324	2322617	13886607	7754116	3065574	3154650	1938620	1085149	5910600	4169211	7288741	5690243	5475050	3332594	3676688	6427349	5659749	8010134	6911327	7074914	6416259	3249387	4981312	5220766	6737696	6179766	10939560	5063364	6709382	6078368
40506	616118		455939	665490	705617		670674	893889	785467	474326		212517		807268	563514	3093229			850608	310813	348420	980351	668172	547809		679059	516536	859347	225966	2820198	214555	823869		501421	207809	561197	277235	816248	1409191	891576	664093	1296297	562576		201762		667352	235110			972661	293749		141129	94471			402106	538142	278056	579635	304024	268331	1499729		584634	247746	1289335		552072	1110117	85383	786534			309897	545100	490952		614398	1026564		271365		996503	643332	379412	1495153	579974	2360082	317747	281825		596622	600324	219811			167132	1282118	679760		133619	350802	1308683	201962	1920411	741336	562576	1709269	553214	3314802		316604	1748276		1615275	488958	921607	176571		337172	481418	208391	710582	561637	353555		88575				491090	1231326		640784	127190	650938	143373	928219	496823	210482		1064572	185338	917117	1995437			395495	197507	798637	301093	841691	418464	344749		598119	1685913		250367								393625		1193447	334641	4137352	941586	283318	401838					235879	639555		405334		288202		928417	374656			1584268	1099710	446494	438093	1024427			2138860	775742
39796																																																																																																																																																																																															736717	736717								
